ProductModelName,ProductCategory,ProductPrice,RetailerName,RetailerZip,RetailerCity,RetailerState,ProductOnSale,ManufacturerName,ManufacturerRebate,UserID,UserAge,UserGender,UserOccupation,ReviewRating,ReviewDate,ReviewText
LG 65,TV,2250,Frys,90012,Los Angeles,CA,No,LG,No,eitlj57,44,Male,Manager,5,6/25/2014,Very sharp detail.
iPhone 6,Smart Phone,299,hhgregg,44114,Cleveland,OH,Yes,Apple,No,xigny47,34,Male,Programmer,5,3/24/2014, This is a good phone and the right size. The quality is great. For some users 6+ is too big
HP PAVALION  15.6,Laptop,299,hhgregg,94158,San Francisco,CA,Yes,HP,No,shxbr35,23,Female,Student,4,3/24/2014, I am new to Windows 8 and was a bit reluctant
iPad Air,Tablet,299,Frys,94158,San Francisco,CA,Yes,Apple,Yes,awcpu97,44,Male,Programmer,3,10/28/2014, I bought this so that I could run an app that I need
Galaxy S4,Smart Phone,399,hhgregg,94158,San Francisco,CA,No,Samsung,No,mfqwn23,22,Male,Student,5,7/16/2014,Awesome upgrade from my older phone. Easy to use & cool features.
HP PAVALION  15.6,Laptop,376,hhgregg,90012,Los Angeles,CA,No,HP,No,qmqql18,27,Male,Programmer,3,8/18/2014,I bought this to replace a chrome book I regret purchasing.
iPhone 6,Smart Phone,960,Walmart,90012,Los Angeles,CA,No,Apple,No,esdrf8,26,Female,Programmer,5,5/24/2014, Great phone as all Iphones are. Iphone 6 battery life is good
iPhone 6,Smart Phone,589,Walmart,33130,Miami,FL,No,Apple,No,apsez4,48,Male,Secretary,4,4/19/2014, Typical Apple Device. Will definitely impress the Apple family. Nice design
HP PAVALION  15.6,Laptop,376,hhgregg,90033,Los Angeles,CA,No,HP,No,facbp10,28,Male,Student,3,12/27/2014,I purchased this because of price and immediate need. What I am used to no longer exists. Disappointed.
HP PAVALION  15.6,Laptop,298,Walmart,44114,Cleveland,OH,Yes,HP,Yes,zlsgu52,42,Male,Unknown,5,11/29/2014,Very satisfied with this purchase
Dell Ispiron 15.6,Laptop,328,hhgregg,90012,Los Angeles,CA,Yes,Dell,Yes,tbpmk83,22,Female,Accountant,5,2/14/2014,Great laptop. Wish I had purchased it sooner. I love it.
LG 65,TV,849,Frys,90033,Los Angeles,CA,Yes,LG,Yes,snqdr33,40,Male,Student,4,4/19/2014,Very nice tv love the picture quality and sound.
HP PAVALION  15.6,Laptop,376,Walmart,2110,Boston,MA,No,HP,No,wlqes44,49,Female,Accountant,4,12/1/2014, Sturdy laptop
iPad Air,Tablet,299,hhgregg,60603,Chicago,IL,Yes,Apple,Yes,pmexi85,49,Male,Student,5,12/2/2014,I bought this for my wife instead of her laptop and she loves it
Samsung TV 60 LED,TV,1200,Frys,60616,Chicago,IL,No,Samsung,No,mofov77,18,Female,Manager,1,12/3/2014,I'm on my 4th tech support chat with Samsung because my brand new UN60H7150AF TV is un-watchable. I have to unplug it and reboot once or twice a day to get anything on the smart hub to work. They keep having me do factory resets and telling me I'm too far away from my router.
Galaxy S4,Smart Phone,269,Frys,2110,Boston,MA,Yes,Samsung,Yes,xvsep67,27,Male,Student,5,8/1/2014, The store clerk was very helpful in getting me to know this phone I was use to an I Phone and was not sure I would get use to this phone
Samsung TV 65 Curved,TV,1799,Frys,2110,Boston,MA,Yes,Samsung,Yes,lqbxm24,50,Male,Student,4,6/21/2014,like the TV but it has couple things missing
Surface 3,Tablet,925,hhgregg,33129,Miami,FL,No,Microsoft,No,abqga50,28,Female,Student,4,8/10/2013,I purchased three of these tablets for a busy medical office and the staff loves them.
Galaxy S4,Smart Phone,399,Frys,2108,Boston,MA,No,Samsung,No,txiuy13,22,Male,Manager,5,1/14/2014,Great phone for my mother-in-law. Her first smart phone. It was easy for her to liberate and learn.
Galaxy S4,Smart Phone,390,Frys,2108,Boston,MA,Yes,Samsung,No,rdnwp77,50,Male,Student,5,9/13/2013, I bought this phone for a family member that is   electronically challenged  . I explained a few functions of this phone and she caught on very quickly. It has a very good camera and is a durable phone. 
HP PAVALION  15.6,Laptop,298,Target,94158,San Francisco,CA,Yes,HP,Yes,ybwme50,54,Female,Secretary,5,7/23/2014,I love this computer I thought it would be hard to use but very easy
Surface 3,Tablet,899,hhgregg,60585,Naperville,IL,Yes,Microsoft,No,crjid67,42,Male,Manager,5,9/13/2013,The new Microsoft Surface Pro 3 is the best device for mobile users.
iPad Air,Tablet,299,Walmart,90012,Los Angeles,CA,Yes,Apple,Yes,yxyck29,47,Male,Programmer,4,12/20/2014,Easy to use and carry on a daily basis. I would recommend to a friend
iPad Air,Tablet,499,Bestbuy,33130,Miami,FL,No,Apple,No,kclgw5,19,Male,Manager,3,4/19/2014,I like it but I'm old and I'm sure I'm not savey enough to use it to its fullest.
HP PAVALION  15.6,Laptop,376,hhgregg,2110,Boston,MA,No,HP,No,ykfpf91,54,Female,Accountant,5,8/1/2014,I would definitely recommend this to anyone! Amazing computer!
Dell Ispiron 15.6,Laptop,349,hhgregg,33129,Miami,FL,Yes,Dell,No,gptvz88,39,Female,Accountant,4,5/25/2014,my only complaint is not having a number keypad
Samsung TV 65 Curved,TV,2199,Walmart,60585,Naperville,IL,No,Samsung,No,zplgp7,26,Male,Accountant,3,4/19/2014,Need geek squad to come out to trouble shoot problems.
LG 65,TV,2250,Walmart,90033,Los Angeles,CA,No,LG,No,lhdud71,35,Male,Student,4,10/10/2013,The TV works fine and we got it for a great deal so I'm happy.
Galaxy S4,Smart Phone,390,Walmart,33130,Miami,FL,Yes,Samsung,No,skzxl76,39,Female,Secretary,5,4/1/2015,I previously had a iPhone 5 and needed a new phone fast.
Samsung TV 65 Curved,TV,1900,hhgregg,33129,Miami,FL,No,Samsung,No,mzfxe7,18,Female,Student,5,12/10/2014,We are absolutely amazed about the quality of the picture. We choose the curved version and you would think your in the theater.
Samsung Tab 4,Tablet,349,Walmart,60603,Chicago,IL,No,Samsung,No,lkspl87,20,Male,Manager,1,11/29/2014,slow wifi.
LG 65,TV,2250,Frys,2108,Boston,MA,No,LG,No,dmsrr9,25,Male,Student,5,7/16/2014,Cash register did not print my receipt properly & so I had To wait 10 minutes for a reprint.
Galaxy S4,Smart Phone,390,hhgregg,44114,Cleveland,OH,Yes,Samsung,No,tpgxj5,58,Male,Programmer,4,9/20/2014, Overall good phone. I think the camera quality could be better
Dell Ispiron 15.6,Laptop,328,Bestbuy,90033,Los Angeles,CA,Yes,Dell,Yes,bujyi5,43,Female,Accountant,5,12/27/2014,I'm so pleased with my new Dell computer. Thank you
Galaxy S4,Smart Phone,402,hhgregg,60585,Naperville,IL,No,Samsung,No,uobem12,28,Male,Accountant,4,11/29/2014,I am having problems when I text someone and then they answer their text shows up before the text I sent them
Dell Ispiron 15.6,Laptop,349,Walmart,94102,San Francisco,CA,Yes,Dell,No,stnhz60,57,Male,Secretary,5,6/25/2014,enjoying my laptop love the touch screen great price
Surface 3,Tablet,969,hhgregg,90012,Los Angeles,CA,No,Microsoft,No,kchij12,52,Male,Student,3,8/1/2014,The bluetooth doesn't work
Surface 3,Tablet,899,Target,94158,San Francisco,CA,Yes,Microsoft,No,xzorf61,41,Male,Programmer,3,5/19/2014,unable to turn on the tablet pc despite even plugging power cord in. 
HP PAVALION  15.6,Laptop,319,Frys,60616,Chicago,IL,No,HP,No,augyl34,36,Male,Unknown,5,10/10/2013,Easy to use and the virtual keyboard is great.the weight is a little heavy but ok
iPad Air,Tablet,499,hhgregg,94102,San Francisco,CA,No,Apple,No,levir1,43,Male,Secretary,5,8/21/2014, While this is not the latest
Samsung Tab 4,Tablet,299,hhgregg,90012,Los Angeles,CA,Yes,Samsung,No,tflkn60,35,Male,Programmer,5,12/1/2014, This is perfect to carry with you
LG 65,TV,849,Walmart,60616,Chicago,IL,Yes,LG,Yes,cgcqq75,20,Female,Manager,5,3/10/2015,I love it and the picture is great. 
Samsung Tab 4,Tablet,299,Frys,94102,San Francisco,CA,Yes,Samsung,No,btwob17,54,Male,Student,4,3/11/2015, I needed something for my 12 year old to use for accessing homework websites
Dell Ispiron 15.6,Laptop,449,Frys,2110,Boston,MA,Yes,Dell,No,glozh33,42,Female,Programmer,4,3/12/2015,Seems to run slow; keyboard doesn't seem to be right
Galaxy S4,Smart Phone,402,hhgregg,94158,San Francisco,CA,No,Samsung,No,esanh4,51,Male,Manager,3,3/13/2015,I love everything but it has a poor battery life and also has issues connecting to certain wifi networks unless I manually add the network.
Samsung Tab 4,Tablet,299,Target,60616,Chicago,IL,Yes,Samsung,No,miipt11,35,Male,Accountant,5,5/19/2014,The tablet does everything I wanted it to do. It is a great buy and I would recommend it to any parent who is starting a pre-teen out with something small but useful.
LG 65,TV,999,Target,94158,San Francisco,CA,No,LG,No,cbbru6,52,Male,Accountant,4,8/21/2014, Very good TV
Samsung TV 65 Curved,TV,2199,Frys,94102,San Francisco,CA,No,Samsung,No,sagxw66,32,Male,Programmer,5,8/18/2014, I love this curved tv 
Samsung TV 65 Curved,TV,2099,Walmart,94158,San Francisco,CA,Yes,Samsung,No,kfsqk98,32,Female,Secretary,5,8/1/2014,We love our new TV and even though we can't use all of its capabilites
LG 65,TV,849,Target,2110,Boston,MA,Yes,LG,Yes,hqhir37,52,Male,Programmer,5,9/21/2014,Top quality at a bargain price.
iPhone 6,Smart Phone,399,Bestbuy,60603,Chicago,IL,No,Apple,No,iqkvw25,20,Female,Programmer,5,5/15/2013,Upgraded from iPhone 5s unexpectedly. Improved camera back and front. Larger screen and modest speed improvements.
Samsung TV 60 LED,TV,1100,Bestbuy,2108,Boston,MA,Yes,Samsung,No,uagmt58,25,Male,Student,4,5/15/2013, Great picture
Galaxy S4,Smart Phone,399,Target,33130,Miami,FL,No,Samsung,No,swoja34,25,Female,Accountant,3,2/15/2015,Had to exchange this one for another because the battery overheated and the phone would not power off or restart
Dell Ispiron 15.6,Laptop,328,hhgregg,60616,Chicago,IL,Yes,Dell,Yes,nvrjm46,52,Male,Secretary,2,12/20/2014,I expected a good solid product from Dell. This computer disappointed me.
Samsung TV 60 LED,TV,1200,Bestbuy,33130,Miami,FL,No,Samsung,No,aljlt12,46,Male,Unknown,1,8/18/2014,Have to turn the brightness all the way up. it's a nice tv but not sure it's supposed to do that.
Galaxy S4,Smart Phone,399,Walmart,33129,Miami,FL,No,Samsung,No,zdndx4,27,Female,Unknown,4,12/14/2014,My wife loves its camera and its features.
Samsung TV 65 Curved,TV,1799,Frys,60585,Naperville,IL,Yes,Samsung,Yes,uwaoo46,30,Male,Unknown,5,3/24/2014,I love this tv. it has deep dark colors and has the real allusion of 3d tv. 
Dell Ispiron 15.6,Laptop,349,Bestbuy,44114,Cleveland,OH,Yes,Dell,No,kliwe97,46,Male,Accountant,5,9/14/2014, I am wanting to get an   operator's manual for this computer. 
LG 65,TV,999,Bestbuy,60585,Naperville,IL,No,LG,No,glwwb92,21,Male,Student,5,3/14/2013,i absoulutly love this TV.
Surface 3,Tablet,899,hhgregg,60603,Chicago,IL,Yes,Microsoft,No,luydo35,22,Male,Accountant,5,8/21/2014,I do taxes and use this to go to shut in clients.
LG 65,TV,849,Walmart,44114,Cleveland,OH,Yes,LG,Yes,dyujm92,59,Male,Unknown,5,11/25/2014,Very thin and light and provides great picture.
LG 65,TV,2250,hhgregg,90012,Los Angeles,CA,No,LG,No,ecivj83,40,Female,Student,5,6/10/2012, The tv looks great right out of the box
HP PAVALION  15.6,Laptop,299,hhgregg,90033,Los Angeles,CA,Yes,HP,No,dasja50,59,Female,Secretary,5,2/15/2015, HP - 15.6   Touch-Screen Laptop is a very good
Surface 3,Tablet,899,Bestbuy,60603,Chicago,IL,Yes,Microsoft,No,sfuam27,35,Male,Unknown,2,9/13/2013, I hated the overall feel of it. It feels like it is trying to do too much
Dell Ispiron 15.6,Laptop,499,Frys,94102,San Francisco,CA,No,Dell,No,tndkk75,34,Female,Programmer,5,9/20/2014,Great replacement for an older HP laptop. Very light and thin and fit easily into a stand computer bag. Only downside is no Ethernet port.
iPad Air,Tablet,499,Bestbuy,33129,Miami,FL,No,Apple,No,mvlak63,52,Male,Secretary,2,12/20/2014,I had to exchange it the first week and the new one has browser issues. My iPad 2 was considerably more reliable.
Samsung TV 65 Curved,TV,1900,Walmart,94158,San Francisco,CA,No,Samsung,No,dukod87,18,Female,Secretary,4,8/10/2013,It's a great tv all around as long as ur willing to look past a couple flaws.
HP PAVALION  15.6,Laptop,298,Frys,94102,San Francisco,CA,Yes,HP,Yes,jqyyz75,47,Female,Student,5,2/15/2015,We are happy with this laptop. It is user friendly and we especially like the touch screen.
Samsung TV 65 Curved,TV,2199,Target,94158,San Francisco,CA,No,Samsung,No,bmpnt90,18,Male,Student,5,8/21/2014,Picture is great if only there were more 4k content
Surface 3,Tablet,925,Bestbuy,94158,San Francisco,CA,No,Microsoft,No,lisqz11,26,Female,Accountant,5,6/10/2014,I travel a lot and this product took a lot of weight from my bag which was a real plus.
iPad Air,Tablet,499,Walmart,94102,San Francisco,CA,No,Apple,No,ibpox17,19,Female,Secretary,3,8/21/2014,Typical Apple - you get a little at a big price - got for college student who has other apple products so it made sense
HP PAVALION  15.6,Laptop,319,Bestbuy,94158,San Francisco,CA,No,HP,No,mcpyq9,19,Male,Manager,4,10/28/2014, Just replaced my 6 year old laptop
Samsung TV 65 Curved,TV,2199,Frys,33129,Miami,FL,No,Samsung,No,xizpd10,52,Male,Secretary,4,10/25/2014, Great Picture
iPad Air,Tablet,425,Walmart,90033,Los Angeles,CA,Yes,Apple,No,erdxp98,43,Female,Secretary,5,12/10/2014,The iPad is still the best tablet on the market. The lightweight design is great.
HP PAVALION  15.6,Laptop,299,hhgregg,94102,San Francisco,CA,Yes,HP,No,swboy69,27,Female,Secretary,5,8/18/2014, The product is necessary for performance of water filtration
Samsung Tab 4,Tablet,299,Walmart,60585,Naperville,IL,Yes,Samsung,No,uyidq0,52,Male,Secretary,5,8/1/2014, This tablet is the perfect size for anyone that is mobile. Great for a purse. I've used it many times on a plane
LG 65,TV,849,Frys,94102,San Francisco,CA,Yes,LG,Yes,bxjfn38,34,Male,Student,3,8/21/2014,It's not true 120Hz as others have mentioned
Samsung TV 65 Curved,TV,2199,hhgregg,90033,Los Angeles,CA,No,Samsung,No,nhqoa98,32,Male,Programmer,4,6/18/2014,Awesome picture the 4k is a beautiful thing! The curve helps with side viewing
iPad Air,Tablet,299,Walmart,94158,San Francisco,CA,Yes,Apple,Yes,rlaor42,44,Female,Manager,4,10/25/2014,Bought my Wife one. She loves it. Very convienent .
Samsung TV 60 LED,TV,1100,Walmart,33129,Miami,FL,Yes,Samsung,No,zbrjm28,48,Female,Manager,1,5/19/2014, We are now on our 3rd version of this TV. The picture is great. We switched to internet only TV viewing
HP PAVALION  15.6,Laptop,376,hhgregg,90033,Los Angeles,CA,No,HP,No,mfwba69,26,Female,Manager,4,8/10/2013,For the money this is a good laptop. great picture on the screen. Has some bugs but nothing terrible
Samsung Tab 4,Tablet,349,hhgregg,94158,San Francisco,CA,No,Samsung,No,mxizq83,55,Male,Unknown,4,8/21/2014,I bought this tablet as a gift for my technically challenged dad. After a few lessons he was able to operate on his own. 
iPhone 6,Smart Phone,399,Walmart,94158,San Francisco,CA,No,Apple,No,sfqxr87,30,Female,Manager,5,9/14/2014, Iphone 6 is a real upgrade from 5
LG 65,TV,849,Frys,60585,Naperville,IL,Yes,LG,Yes,esemv54,42,Male,Secretary,5,5/24/2014,After receiving top notch service from a knowledgeable Bestbuy associate
LG 65,TV,999,Frys,44114,Cleveland,OH,No,LG,No,ywoau50,52,Male,Unknown,4,12/27/2014,TV works fine and has all of the basic features.
Surface 3,Tablet,899,hhgregg,90033,Los Angeles,CA,Yes,Microsoft,No,lvrov92,31,Female,Student,4,12/10/2014,I am completely satisfied with this product.
iPhone 6,Smart Phone,960,Frys,94158,San Francisco,CA,No,Apple,No,ihxsf15,19,Female,Student,3,10/21/2014,great for the people dont have any iphone but is great
Surface 3,Tablet,899,Walmart,90033,Los Angeles,CA,Yes,Microsoft,No,wndvu52,59,Male,Student,4,11/25/2014, Still having trouble with windows 8
Galaxy S4,Smart Phone,269,hhgregg,90012,Los Angeles,CA,Yes,Samsung,Yes,zhkii57,33,Female,Secretary,4,6/18/2014,This is a good phone with many features that replace other devices like iPod and camera.
Samsung Tab 4,Tablet,349,Walmart,94158,San Francisco,CA,No,Samsung,No,htqro38,37,Male,Student,4,10/28/2014,This was an upgrade form my tab3. Its faster and more responsive than the tab 3. Great for me.
Galaxy S4,Smart Phone,390,Walmart,2110,Boston,MA,Yes,Samsung,No,dxmxs7,57,Male,Unknown,5,12/27/2014, Got one last year when they first came out. Purchased another one this year for my wife. I am getting one through work also. Great phone
Galaxy S4,Smart Phone,399,Bestbuy,2110,Boston,MA,No,Samsung,No,srauq65,45,Female,Manager,4,8/1/2014,I've had a DROID for years and have loved the switch to Samsung s4
Surface 3,Tablet,969,Frys,90012,Los Angeles,CA,No,Microsoft,No,oamxo38,48,Female,Programmer,2,4/19/2014,However there are many typical problems that plague the device. 
Samsung TV 65 Curved,TV,2199,Target,33129,Miami,FL,No,Samsung,No,cdhtc14,36,Male,Unknown,4,11/25/2014,Newer models look a little better in terms of the physical unit itself
Samsung TV 60 LED,TV,1100,hhgregg,33129,Miami,FL,Yes,Samsung,No,wwepo24,35,Male,Student,4,8/17/2014, If the clear motion rate was better
Dell Ispiron 15.6,Laptop,499,Walmart,60616,Chicago,IL,No,Dell,No,dwepa89,41,Male,Accountant,5,6/18/2014, My primary goal was to find a computer with a sharp
Dell Ispiron 15.6,Laptop,449,Target,94102,San Francisco,CA,Yes,Dell,No,bwrvq94,54,Male,Manager,5,10/14/2014,Awesome laptop. Amazing features which my daughter appreciates when she does her projects using office.
Samsung Tab 4,Tablet,299,Bestbuy,90012,Los Angeles,CA,Yes,Samsung,No,qaowl65,22,Male,Accountant,3,12/14/2014,bought it mainly to use paypal here on it which is not possible because the tablet is not compatible with the app. 
Surface 3,Tablet,999,hhgregg,90012,Los Angeles,CA,No,Microsoft,No,gfyyp64,48,Female,Secretary,5,12/27/2014,Surface Pro 3 is a bit pricey.
Surface 3,Tablet,999,Frys,94102,San Francisco,CA,No,Microsoft,No,owprd25,36,Male,Student,5,8/21/2014,This is by far the best portable product I've owned. 
Samsung Tab 4,Tablet,299,Walmart,44114,Cleveland,OH,Yes,Samsung,No,eqcll53,19,Male,Secretary,5,8/13/2014,Got this as a gift for my sister. Great first tablet and the size is perfect for travel
HP PAVALION  15.6,Laptop,298,Walmart,60603,Chicago,IL,Yes,HP,Yes,ymdek33,46,Male,Unknown,5,2/1/2015, Upgraded from windows vista
LG 65,TV,999,Target,90012,Los Angeles,CA,No,LG,No,mcmmu52,50,Male,Unknown,4,8/1/2014,I picked up this tv because it was a good deal and I needed a large tv for the living room that was HD but not necessarily 4k and not necessarily a smart tv.
HP PAVALION  15.6,Laptop,298,hhgregg,90033,Los Angeles,CA,Yes,HP,Yes,auqos38,28,Male,Accountant,1,3/13/2014, the fan makes alot of noise when it overheats
iPad Air,Tablet,299,Frys,60616,Chicago,IL,Yes,Apple,Yes,chcht90,40,Female,Programmer,3,5/15/2013,The iPad has a great app selection and seamless integration with my iPod/iCloud. 
Samsung TV 60 LED,TV,1200,Target,60603,Chicago,IL,No,Samsung,No,ktdbs23,27,Female,Secretary,3,9/24/2014, The TV is great
Dell Ispiron 15.6,Laptop,499,hhgregg,94158,San Francisco,CA,No,Dell,No,lkwae85,41,Male,Unknown,5,10/28/2014,Finally a computer that met all our expectations. We spent more for this computer than we originally budgeted but well worth it. 
Samsung TV 60 LED,TV,1100,hhgregg,44114,Cleveland,OH,Yes,Samsung,No,kshdf83,32,Male,Unknown,1,10/25/2014,GREAT SIZE BAD PICTURE. DIDNT WORK RIGHT. BAD DESIGN
HP PAVALION  15.6,Laptop,376,Walmart,33130,Miami,FL,No,HP,No,othkc97,18,Male,Programmer,5,4/29/2014,Great purchase for the price! Employee was very informative!
iPad Air,Tablet,499,Walmart,60585,Naperville,IL,No,Apple,No,dhtlj7,51,Male,Unknown,5,10/21/2014,I love my new iPad. The screen is very clear and I can do all of the things that I usually do on my iPhone
Dell Ispiron 15.6,Laptop,349,Walmart,60585,Naperville,IL,Yes,Dell,No,xccml92,56,Male,Secretary,5,5/15/2013,Very happy with my new Dell computer! Staff was very helpful & answered all my questions. They know their stuff.
iPhone 6,Smart Phone,589,Frys,90012,Los Angeles,CA,No,Apple,No,gukqz30,26,Male,Programmer,4,12/20/2014,The new iPhone 6 has been good to me so far.
LG 65,TV,849,hhgregg,33129,Miami,FL,Yes,LG,Yes,xqigl99,27,Male,Secretary,4,6/21/2014,It took me a second to get used to the realism
Surface 3,Tablet,899,Frys,33129,Miami,FL,Yes,Microsoft,No,izqrc54,32,Female,Programmer,5,10/25/2014,Surface pro 3 has surpassed my expectations
iPad Air,Tablet,299,Target,60603,Chicago,IL,Yes,Apple,Yes,zlanw30,23,Male,Unknown,5,5/25/2014, Amazing device that allows me to watch my shows
Dell Ispiron 15.6,Laptop,449,Bestbuy,2110,Boston,MA,Yes,Dell,No,gicje21,57,Male,Programmer,5,6/10/2014,Love this laptop. Mine came with a cool facial recognition program so I don't have to type in my password anymore it's so convenient.
LG 65,TV,849,Walmart,33130,Miami,FL,Yes,LG,Yes,cdvsh17,53,Male,Student,2,10/10/2013, Pro-big screen
iPhone 6,Smart Phone,399,Bestbuy,44114,Cleveland,OH,No,Apple,No,raxbs8,58,Male,Unknown,5,5/15/2013,I'm surprised to see so many low ratings. I really like this phone.
LG 65,TV,849,Target,60603,Chicago,IL,Yes,LG,Yes,egkcp55,22,Male,Unknown,3,12/10/2014, I was looking for a good deal on a large   dumb   TV to connect to my media center.  
iPad Air,Tablet,499,Frys,44114,Cleveland,OH,No,Apple,No,staeb68,54,Male,Student,5,11/25/2014,It looks beautiful by thinner. It makes comfortable by weight and speed
Samsung TV 60 LED,TV,1100,Frys,60585,Naperville,IL,Yes,Samsung,No,tnxzk11,18,Male,Secretary,5,3/24/2014,TV is amazing. The motion of the picture makes it feel like everything is live. Best tv I've owned. Plus a great value
iPad Air,Tablet,499,hhgregg,60616,Chicago,IL,No,Apple,No,slhic8,22,Male,Manager,5,9/13/2013,Got this for my son. He absolutely loves it. Has downloaded a studio app so he's using it for recording purposes mostly. Very lightweight.
iPad Air,Tablet,425,Frys,60616,Chicago,IL,Yes,Apple,No,gnusj42,57,Male,Student,4,7/19/2014, Everything I expected
LG 65,TV,2250,Frys,60616,Chicago,IL,No,LG,No,fjadr70,38,Female,Accountant,4,9/24/2014,Great value for money here!
iPhone 6,Smart Phone,960,Bestbuy,60585,Naperville,IL,No,Apple,No,bejfj89,59,Male,Accountant,5,8/18/2014,The iPhone6 is nicely designed and I love the finger print acc
Samsung Tab 4,Tablet,299,Bestbuy,60603,Chicago,IL,Yes,Samsung,No,sixbb52,36,Male,Unknown,4,11/29/2014, Great speed and response
Surface 3,Tablet,925,Bestbuy,60603,Chicago,IL,No,Microsoft,No,qtngv43,41,Male,Accountant,4,8/10/2013,I have completely replaced my 3 year old work laptop. 
Galaxy S4,Smart Phone,269,Walmart,2108,Boston,MA,Yes,Samsung,Yes,prwmu32,50,Female,Secretary,5,10/21/2014,I switched from a Blackberry to this phone. 
Samsung TV 65 Curved,TV,1799,Frys,60603,Chicago,IL,Yes,Samsung,Yes,xismz59,52,Male,Secretary,2,10/10/2013,This is a fine looking tv. 
Surface 3,Tablet,925,Frys,33129,Miami,FL,No,Microsoft,No,khblp57,19,Female,Manager,3,2/15/2014, One note is good
Samsung TV 60 LED,TV,1100,Frys,94158,San Francisco,CA,Yes,Samsung,No,olmfm87,51,Female,Secretary,5,6/21/2014,Easy to install and set up. Great 3D experience. I would recommend getting the rechargeable glasses as they seem to go through batteries rather quickly.
HP PAVALION  15.6,Laptop,376,Walmart,60585,Naperville,IL,No,HP,No,sbuoi53,21,Male,Student,5,1/17/2015,Picked up this computer for an elderly user. Easy to set up and get going right from the box. Minimum bloatware. He is very pleased with this for a first laptop.
iPhone 6,Smart Phone,960,hhgregg,90012,Los Angeles,CA,No,Apple,No,dbizg75,36,Male,Programmer,1,5/15/2013, There are some downsides there are a few glitches I have noticed. bad buy;  overheats after 30 minutes
Samsung TV 65 Curved,TV,1900,hhgregg,94158,San Francisco,CA,No,Samsung,No,asboa21,51,Male,Student,5,5/19/2014, Easy set up
iPhone 6,Smart Phone,960,hhgregg,33130,Miami,FL,No,Apple,No,uvwme22,19,Female,Accountant,5,11/10/2014,Not sure what more I can say- the best iPhone I've ever had! Apple is my one and only choice-
HP PAVALION  15.6,Laptop,298,Walmart,60603,Chicago,IL,Yes,HP,Yes,uqlti45,47,Male,Programmer,4,11/11/2014, it is wonderful all the features it PC has. The speed of the computer is nice and runs smooth
HP PAVALION  15.6,Laptop,298,hhgregg,33129,Miami,FL,Yes,HP,Yes,nosvi94,41,Male,Unknown,4,9/17/2014,Greta performance on this laptop and has great graphics and good things great quality
Samsung Tab 4,Tablet,349,hhgregg,94158,San Francisco,CA,No,Samsung,No,evdoe64,36,Male,Programmer,4,4/1/2015,Bought item on sale. Like the size and expandable memory! Apple products don't have the expandable memory.
Samsung TV 60 LED,TV,1200,hhgregg,44114,Cleveland,OH,No,Samsung,No,knrjt76,30,Female,Secretary,4,5/15/2013,Picture is great quality and the size is perfect for our 18 x 20 room.
Samsung Tab 4,Tablet,299,hhgregg,2108,Boston,MA,Yes,Samsung,No,gvjwz89,33,Male,Unknown,4,10/28/2014, I love galaxy tablets previous one was a 2 so when I purchased this tab4 I thought it would be the same but the screen looks better
Samsung Tab 4,Tablet,349,Bestbuy,60616,Chicago,IL,No,Samsung,No,zvwqa12,49,Male,Student,3,12/27/2014, A few problems setting up My Samsung account to get free offers. BestBuy rep in Samsung store finally was able to get it right for me I was having trouble with Samsung support
iPad Air,Tablet,425,Bestbuy,90033,Los Angeles,CA,Yes,Apple,No,qdoki89,34,Male,Student,4,12/10/2014,Have it linked to my iPhone and Mac computer. The ease of use is great!
iPad Air,Tablet,499,Walmart,90033,Los Angeles,CA,No,Apple,No,kabhx44,25,Male,Unknown,3,8/21/2014, This is hard to review because I loved it but I ended up returning it for a 32 GB unit. If you you have any thoughts about downloading books
LG 65,TV,849,Target,60616,Chicago,IL,Yes,LG,Yes,uvpvz9,53,Male,Student,5,9/19/2013,This is my first flat screen tv that is this big in size I must say I AM VERY HAPPY WITH MY PURCHASE
Samsung TV 60 LED,TV,1200,Target,94158,San Francisco,CA,No,Samsung,No,yemrq81,51,Male,Student,4,10/13/2013,Was not really in the market for a 4K TV but Bestbuy had this for a good price. Blue Rays look awesome but 1080i content looks a little grainy. Can't wait for more 4K content in the future.
HP PAVALION  15.6,Laptop,376,Walmart,94158,San Francisco,CA,No,HP,No,ubgkd95,42,Male,Secretary,4,5/15/2013, It's a really good laptop
iPad Air,Tablet,425,Bestbuy,44114,Cleveland,OH,Yes,Apple,No,oevyn89,43,Male,Programmer,5,6/10/2014,Love the IPad Air! It has worked flawlessly and hasn't been a disappointment.
HP PAVALION  15.6,Laptop,299,Frys,94158,San Francisco,CA,Yes,HP,No,fbrcw37,20,Male,Programmer,4,10/28/2014, I really needed a laptop and this one is great
Samsung TV 65 Curved,TV,1900,Frys,94102,San Francisco,CA,No,Samsung,No,qclbd46,51,Female,Unknown,5,6/26/2014,Great picture -still learning everything it can do.
iPad Air,Tablet,299,Target,33130,Miami,FL,Yes,Apple,Yes,cukoa49,52,Male,Student,2,11/29/2014,Safari could not start because server would stop responding.
iPad Air,Tablet,425,Frys,33129,Miami,FL,Yes,Apple,No,lsoni64,28,Male,Unknown,4,11/25/2014, Great size
Surface 3,Tablet,925,Frys,2110,Boston,MA,No,Microsoft,No,ntsli2,25,Male,Secretary,4,8/18/2014,Stepping up from XP to windows 8.1 love it
